FIPS,Geo_FIPS
Asian Alone or in Combination with One or More Other Races,ACS09_5yr_B02011001
Std. Error: Asian Alone or in Combination with One or More Other Races,ACS09_5yr_B02011001s
Native Hawaiian and Other Pacific Islander Alone or in Combination with One or More Other Races,ACS09_5yr_B02012001
Std. Error: Native Hawaiian and Other Pacific Islander Alone or in Combination with One or More Other Races,ACS09_5yr_B02012001s
Some Other Race Alone or in Combination with One or More Other Races,ACS09_5yr_B02013001
Std. Error: Some Other Race Alone or in Combination with One or More Other Races,ACS09_5yr_B02013001s
Total Population.5,ACS09_5yr_B03001001
Not Hispanic or Latino,ACS09_5yr_B03001002
Hispanic or Latino,ACS09_5yr_B03001003
Hispanic or Latino: Mexican,ACS09_5yr_B03001004
Hispanic or Latino: Puerto Rican,ACS09_5yr_B03001005
Hispanic or Latino: Cuban,ACS09_5yr_B03001006
Hispanic or Latino: Dominican (Dominican Republic),ACS09_5yr_B03001007
Hispanic or Latino: Central American,ACS09_5yr_B03001008
Hispanic or Latino: Central American: Costa Rican,ACS09_5yr_B03001009
Hispanic or Latino: Central American: Guatemalan,ACS09_5yr_B03001010
Hispanic or Latino: Central American: Honduran,ACS09_5yr_B03001011
Hispanic or Latino: Central American: Nicaraguan,ACS09_5yr_B03001012
Hispanic or Latino: Central American: Panamanian,ACS09_5yr_B03001013
Hispanic or Latino: Central American: Salvadoran,ACS09_5yr_B03001014
Hispanic or Latino: Central American: Other Central American,ACS09_5yr_B03001015
Hispanic or Latino: South American,ACS09_5yr_B03001016
Hispanic or Latino: South American: Argentinean,ACS09_5yr_B03001017
Hispanic or Latino: South American: Bolivian,ACS09_5yr_B03001018
Hispanic or Latino: South American: Chilean,ACS09_5yr_B03001019
Hispanic or Latino: South American: Colombian,ACS09_5yr_B03001020
Hispanic or Latino: South American: Ecuadorian,ACS09_5yr_B03001021
Hispanic or Latino: South American: Paraguayan,ACS09_5yr_B03001022
Hispanic or Latino: South American: Peruvian,ACS09_5yr_B03001023
Hispanic or Latino: South American: Uruguayan,ACS09_5yr_B03001024
Hispanic or Latino: South American: Venezuelan,ACS09_5yr_B03001025
Hispanic or Latino: South American: Other South American,ACS09_5yr_B03001026
Hispanic or Latino: Other Hispanic or Latino,ACS09_5yr_B03001027
Hispanic or Latino: Other Hispanic or Latino: Spaniard,ACS09_5yr_B03001028
Hispanic or Latino: Other Hispanic or Latino: Spanish,ACS09_5yr_B03001029
Hispanic or Latino: Other Hispanic or Latino: Spanish American,ACS09_5yr_B03001030
Hispanic or Latino: Other Hispanic or Latino: All Other Hispanic or Latino,ACS09_5yr_B03001031
Std. Error: Total Population.5,ACS09_5yr_B03001001s
Std. Error: Not Hispanic or Latino,ACS09_5yr_B03001002s
Std. Error: Hispanic or Latino,ACS09_5yr_B03001003s
Std. Error: Hispanic or Latino: Mexican,ACS09_5yr_B03001004s
Std. Error: Hispanic or Latino: Puerto Rican,ACS09_5yr_B03001005s
Std. Error: Hispanic or Latino: Cuban,ACS09_5yr_B03001006s
Std. Error: Hispanic or Latino: Dominican (Dominican Republic),ACS09_5yr_B03001007s
Std. Error: Hispanic or Latino: Central American,ACS09_5yr_B03001008s
Std. Error: Hispanic or Latino: Central American: Costa Rican,ACS09_5yr_B03001009s
Std. Error: Hispanic or Latino: Central American: Guatemalan,ACS09_5yr_B03001010s
Std. Error: Hispanic or Latino: Central American: Honduran,ACS09_5yr_B03001011s
Std. Error: Hispanic or Latino: Central American: Nicaraguan,ACS09_5yr_B03001012s
Std. Error: Hispanic or Latino: Central American: Panamanian,ACS09_5yr_B03001013s
Std. Error: Hispanic or Latino: Central American: Salvadoran,ACS09_5yr_B03001014s
Std. Error: Hispanic or Latino: Central American: Other Central American,ACS09_5yr_B03001015s
Std. Error: Hispanic or Latino: South American,ACS09_5yr_B03001016s
Std. Error: Hispanic or Latino: South American: Argentinean,ACS09_5yr_B03001017s
Std. Error: Hispanic or Latino: South American: Bolivian,ACS09_5yr_B03001018s
Std. Error: Hispanic or Latino: South American: Chilean,ACS09_5yr_B03001019s
Std. Error: Hispanic or Latino: South American: Colombian,ACS09_5yr_B03001020s
Std. Error: Hispanic or Latino: South American: Ecuadorian,ACS09_5yr_B03001021s
Std. Error: Hispanic or Latino: South American: Paraguayan,ACS09_5yr_B03001022s
Std. Error: Hispanic or Latino: South American: Peruvian,ACS09_5yr_B03001023s
Std. Error: Hispanic or Latino: South American: Uruguayan,ACS09_5yr_B03001024s
Std. Error: Hispanic or Latino: South American: Venezuelan,ACS09_5yr_B03001025s
Std. Error: Hispanic or Latino: South American: Other South American,ACS09_5yr_B03001026s
Std. Error: Hispanic or Latino: Other Hispanic or Latino,ACS09_5yr_B03001027s
Std. Error: Hispanic or Latino: Other Hispanic or Latino: Spaniard,ACS09_5yr_B03001028s
Std. Error: Hispanic or Latino: Other Hispanic or Latino: Spanish,ACS09_5yr_B03001029s
Std. Error: Hispanic or Latino: Other Hispanic or Latino: Spanish American,ACS09_5yr_B03001030s
Std. Error: Hispanic or Latino: Other Hispanic or Latino: All Other Hispanic or Latino,ACS09_5yr_B03001031s
% Not Hispanic or Latino,PCT_ACS09_5yr_B03001002
% Hispanic or Latino,PCT_ACS09_5yr_B03001003
% Hispanic or Latino: Mexican,PCT_ACS09_5yr_B03001004
% Hispanic or Latino: Puerto Rican,PCT_ACS09_5yr_B03001005
% Hispanic or Latino: Cuban,PCT_ACS09_5yr_B03001006
% Hispanic or Latino: Dominican (Dominican Republic),PCT_ACS09_5yr_B03001007
% Hispanic or Latino: Central American,PCT_ACS09_5yr_B03001008
% Hispanic or Latino: Central American: Costa Rican,PCT_ACS09_5yr_B03001009
% Hispanic or Latino: Central American: Guatemalan,PCT_ACS09_5yr_B03001010
% Hispanic or Latino: Central American: Honduran,PCT_ACS09_5yr_B03001011
% Hispanic or Latino: Central American: Nicaraguan,PCT_ACS09_5yr_B03001012
% Hispanic or Latino: Central American: Panamanian,PCT_ACS09_5yr_B03001013
% Hispanic or Latino: Central American: Salvadoran,PCT_ACS09_5yr_B03001014
% Hispanic or Latino: Central American: Other Central American,PCT_ACS09_5yr_B03001015
% Hispanic or Latino: South American,PCT_ACS09_5yr_B03001016
% Hispanic or Latino: South American: Argentinean,PCT_ACS09_5yr_B03001017
% Hispanic or Latino: South American: Bolivian,PCT_ACS09_5yr_B03001018
% Hispanic or Latino: South American: Chilean,PCT_ACS09_5yr_B03001019
% Hispanic or Latino: South American: Colombian,PCT_ACS09_5yr_B03001020
% Hispanic or Latino: South American: Ecuadorian,PCT_ACS09_5yr_B03001021
% Hispanic or Latino: South American: Paraguayan,PCT_ACS09_5yr_B03001022
% Hispanic or Latino: South American: Peruvian,PCT_ACS09_5yr_B03001023
% Hispanic or Latino: South American: Uruguayan,PCT_ACS09_5yr_B03001024
% Hispanic or Latino: South American: Venezuelan,PCT_ACS09_5yr_B03001025
% Hispanic or Latino: South American: Other South American,PCT_ACS09_5yr_B03001026
% Hispanic or Latino: Other Hispanic or Latino,PCT_ACS09_5yr_B03001027
% Hispanic or Latino: Other Hispanic or Latino: Spaniard,PCT_ACS09_5yr_B03001028
% Hispanic or Latino: Other Hispanic or Latino: Spanish,PCT_ACS09_5yr_B03001029
% Hispanic or Latino: Other Hispanic or Latino: Spanish American,PCT_ACS09_5yr_B03001030
% Hispanic or Latino: Other Hispanic or Latino: All Other Hispanic or Latino,PCT_ACS09_5yr_B03001031
Total Population.6,ACS09_5yr_B03002001
Not Hispanic or Latino.1,ACS09_5yr_B03002002
Not Hispanic or Latino: White Alone,ACS09_5yr_B03002003
Not Hispanic or Latino: Black or African American Alone,ACS09_5yr_B03002004
Not Hispanic or Latino: American Indian and Alaska Native Alone,ACS09_5yr_B03002005
Not Hispanic or Latino: Asian Alone,ACS09_5yr_B03002006
Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,ACS09_5yr_B03002007
Not Hispanic or Latino: Some Other Race Alone,ACS09_5yr_B03002008
Not Hispanic or Latino: Two or More Races,ACS09_5yr_B03002009
Not Hispanic or Latino: Two or More Races: Two Races Including Some Other Race,ACS09_5yr_B03002010
"Not Hispanic or Latino: Two or More Races: Two Races Excluding Some Other Race, and Three or More Races",ACS09_5yr_B03002011
Hispanic or Latino.1,ACS09_5yr_B03002012
Hispanic or Latino: White Alone,ACS09_5yr_B03002013
Hispanic or Latino: Black or African American Alone,ACS09_5yr_B03002014
Hispanic or Latino: American Indian and Alaska Native Alone,ACS09_5yr_B03002015
Hispanic or Latino: Asian Alone,ACS09_5yr_B03002016
Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,ACS09_5yr_B03002017
Hispanic or Latino: Some Other Race Alone,ACS09_5yr_B03002018
Hispanic or Latino: Two or More Races,ACS09_5yr_B03002019
Hispanic or Latino: Two or More Races: Two Races Including Some Other Race,ACS09_5yr_B03002020
"Hispanic or Latino: Two or More Races: Two Races Excluding Some Other Race, and Three or More Races",ACS09_5yr_B03002021
Std. Error: Total Population.6,ACS09_5yr_B03002001s
Std. Error: Not Hispanic or Latino.1,ACS09_5yr_B03002002s
Std. Error: Not Hispanic or Latino: White Alone,ACS09_5yr_B03002003s
Std. Error: Not Hispanic or Latino: Black or African American Alone,ACS09_5yr_B03002004s
Std. Error: Not Hispanic or Latino: American Indian and Alaska Native Alone,ACS09_5yr_B03002005s
Std. Error: Not Hispanic or Latino: Asian Alone,ACS09_5yr_B03002006s
Std. Error: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,ACS09_5yr_B03002007s
Std. Error: Not Hispanic or Latino: Some Other Race Alone,ACS09_5yr_B03002008s
Std. Error: Not Hispanic or Latino: Two or More Races,ACS09_5yr_B03002009s
Std. Error: Not Hispanic or Latino: Two or More Races: Two Races Including Some Other Race,ACS09_5yr_B03002010s
"Std. Error: Not Hispanic or Latino: Two or More Races: Two Races Excluding Some Other Race, and Three or More Races",ACS09_5yr_B03002011s
Std. Error: Hispanic or Latino.1,ACS09_5yr_B03002012s
Std. Error: Hispanic or Latino: White Alone,ACS09_5yr_B03002013s
Std. Error: Hispanic or Latino: Black or African American Alone,ACS09_5yr_B03002014s
Std. Error: Hispanic or Latino: American Indian and Alaska Native Alone,ACS09_5yr_B03002015s
Std. Error: Hispanic or Latino: Asian Alone,ACS09_5yr_B03002016s
Std. Error: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,ACS09_5yr_B03002017s
Std. Error: Hispanic or Latino: Some Other Race Alone,ACS09_5yr_B03002018s
Std. Error: Hispanic or Latino: Two or More Races,ACS09_5yr_B03002019s
Std. Error: Hispanic or Latino: Two or More Races: Two Races Including Some Other Race,ACS09_5yr_B03002020s
"Std. Error: Hispanic or Latino: Two or More Races: Two Races Excluding Some Other Race, and Three or More Races",ACS09_5yr_B03002021s
% Not Hispanic or Latino.1,PCT_ACS09_5yr_B03002002
% Not Hispanic or Latino: White Alone,PCT_ACS09_5yr_B03002003
% Not Hispanic or Latino: Black or African American Alone,PCT_ACS09_5yr_B03002004
% Not Hispanic or Latino: American Indian and Alaska Native Alone,PCT_ACS09_5yr_B03002005
% Not Hispanic or Latino: Asian Alone,PCT_ACS09_5yr_B03002006
% Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,PCT_ACS09_5yr_B03002007
% Not Hispanic or Latino: Some Other Race Alone,PCT_ACS09_5yr_B03002008
% Not Hispanic or Latino: Two or More Races,PCT_ACS09_5yr_B03002009
% Not Hispanic or Latino: Two or More Races: Two Races Including Some Other Race,PCT_ACS09_5yr_B03002010
"% Not Hispanic or Latino: Two or More Races: Two Races Excluding Some Other Race, and Three or More Races",PCT_ACS09_5yr_B03002011
% Hispanic or Latino.1,PCT_ACS09_5yr_B03002012
% Hispanic or Latino: White Alone,PCT_ACS09_5yr_B03002013
% Hispanic or Latino: Black or African American Alone,PCT_ACS09_5yr_B03002014
% Hispanic or Latino: American Indian and Alaska Native Alone,PCT_ACS09_5yr_B03002015
% Hispanic or Latino: Asian Alone,PCT_ACS09_5yr_B03002016
% Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,PCT_ACS09_5yr_B03002017
% Hispanic or Latino: Some Other Race Alone,PCT_ACS09_5yr_B03002018
% Hispanic or Latino: Two or More Races,PCT_ACS09_5yr_B03002019
% Hispanic or Latino: Two or More Races: Two Races Including Some Other Race,PCT_ACS09_5yr_B03002020
"% Hispanic or Latino: Two or More Races: Two Races Excluding Some Other Race, and Three or More Races",PCT_ACS09_5yr_B03002021
Total Population.7,ACS09_5yr_B03003001
Not Hispanic or Latino.2,ACS09_5yr_B03003002
Hispanic or Latino.2,ACS09_5yr_B03003003
Std. Error: Total Population.7,ACS09_5yr_B03003001s
Std. Error: Not Hispanic or Latino.2,ACS09_5yr_B03003002s
Std. Error: Hispanic or Latino.2,ACS09_5yr_B03003003s
% Not Hispanic or Latino.2,PCT_ACS09_5yr_B03003002
% Hispanic or Latino.2,PCT_ACS09_5yr_B03003003
Total Population.8,ACS09_5yr_B04001001
Afghan,ACS09_5yr_B04001002
Albanian,ACS09_5yr_B04001003
Alsatian,ACS09_5yr_B04001004
American,ACS09_5yr_B04001005
Arab,ACS09_5yr_B04001006
Arab: Egyptian,ACS09_5yr_B04001007
Arab: Iraqi,ACS09_5yr_B04001008
Arab: Jordanian,ACS09_5yr_B04001009
Arab: Lebanese,ACS09_5yr_B04001010
Arab: Moroccan,ACS09_5yr_B04001011
Arab: Palestinian,ACS09_5yr_B04001012
Arab: Syrian,ACS09_5yr_B04001013
Arab: Arab,ACS09_5yr_B04001014
Arab: Other Arab,ACS09_5yr_B04001015
Armenian,ACS09_5yr_B04001016
Assyrian/Chaldean/Syriac,ACS09_5yr_B04001017
Australian,ACS09_5yr_B04001018
Austrian,ACS09_5yr_B04001019
Basque,ACS09_5yr_B04001020
Belgian,ACS09_5yr_B04001021
Brazilian,ACS09_5yr_B04001022
British,ACS09_5yr_B04001023
Bulgarian,ACS09_5yr_B04001024
Cajun,ACS09_5yr_B04001025
Canadian,ACS09_5yr_B04001026
Carpatho Rusyn,ACS09_5yr_B04001027
Celtic,ACS09_5yr_B04001028
Croatian,ACS09_5yr_B04001029
Cypriot,ACS09_5yr_B04001030
Czech,ACS09_5yr_B04001031
Czechoslovakian,ACS09_5yr_B04001032
Danish,ACS09_5yr_B04001033
Dutch,ACS09_5yr_B04001034
Eastern European,ACS09_5yr_B04001035
English,ACS09_5yr_B04001036
Estonian,ACS09_5yr_B04001037
European,ACS09_5yr_B04001038
Finnish,ACS09_5yr_B04001039
French (Except Basque),ACS09_5yr_B04001040
French Canadian,ACS09_5yr_B04001041
German,ACS09_5yr_B04001042
German Russian,ACS09_5yr_B04001043
Greek,ACS09_5yr_B04001044
Guyanese,ACS09_5yr_B04001045
Hungarian,ACS09_5yr_B04001046
Icelander,ACS09_5yr_B04001047
Iranian,ACS09_5yr_B04001048
Irish,ACS09_5yr_B04001049
Israeli,ACS09_5yr_B04001050
Italian,ACS09_5yr_B04001051
Latvian,ACS09_5yr_B04001052
Lithuanian,ACS09_5yr_B04001053
Luxemburger,ACS09_5yr_B04001054
Macedonian,ACS09_5yr_B04001055
Maltese,ACS09_5yr_B04001056
New Zealander,ACS09_5yr_B04001057
Northern European,ACS09_5yr_B04001058
Norwegian,ACS09_5yr_B04001059
Pennsylvania German,ACS09_5yr_B04001060
Polish,ACS09_5yr_B04001061
Portuguese,ACS09_5yr_B04001062
Romanian,ACS09_5yr_B04001063
Russian,ACS09_5yr_B04001064
Scandinavian,ACS09_5yr_B04001065
Scotch-Irish,ACS09_5yr_B04001066
Scottish,ACS09_5yr_B04001067
Serbian,ACS09_5yr_B04001068
Slavic,ACS09_5yr_B04001069
Slovak,ACS09_5yr_B04001070
Slovene,ACS09_5yr_B04001071
Soviet Union,ACS09_5yr_B04001072
Sub-Saharan African,ACS09_5yr_B04001073
Sub-Saharan African: Cape Verdean,ACS09_5yr_B04001074
Sub-Saharan African: Ethiopian,ACS09_5yr_B04001075
Sub-Saharan African: Ghanian,ACS09_5yr_B04001076
Sub-Saharan African: Kenyan,ACS09_5yr_B04001077
Sub-Saharan African: Liberian,ACS09_5yr_B04001078
Sub-Saharan African: Nigerian,ACS09_5yr_B04001079
Sub-Saharan African: Senegalese,ACS09_5yr_B04001080
Sub-Saharan African: Sierra Leonean,ACS09_5yr_B04001081
Sub-Saharan African: Somalian,ACS09_5yr_B04001082
Sub-Saharan African: South African,ACS09_5yr_B04001083
Sub-Saharan African: Sudanese,ACS09_5yr_B04001084
Sub-Saharan African: Ugandan,ACS09_5yr_B04001085
Sub-Saharan African: Zimbabwean,ACS09_5yr_B04001086
Sub-Saharan African: African,ACS09_5yr_B04001087
Sub-Saharan African: Other Sub-Saharan African,ACS09_5yr_B04001088
Swedish,ACS09_5yr_B04001089
Swiss,ACS09_5yr_B04001090
Turkish,ACS09_5yr_B04001091
Ukrainian,ACS09_5yr_B04001092
Welsh,ACS09_5yr_B04001093
West Indian (Except Hispanic Groups),ACS09_5yr_B04001094
West Indian (Except Hispanic Groups): Bahamian,ACS09_5yr_B04001095
West Indian (Except Hispanic Groups): Barbadian,ACS09_5yr_B04001096
West Indian (Except Hispanic Groups): Belizean,ACS09_5yr_B04001097
West Indian (Except Hispanic Groups): Bermudan,ACS09_5yr_B04001098
West Indian (Except Hispanic Groups): British West Indian,ACS09_5yr_B04001099
West Indian (Except Hispanic Groups): Dutch West Indian,ACS09_5yr_B04001100
West Indian (Except Hispanic Groups): Haitian,ACS09_5yr_B04001101
West Indian (Except Hispanic Groups): Jamaican,ACS09_5yr_B04001102
West Indian (Except Hispanic Groups): Trinidadian and Tobagonian,ACS09_5yr_B04001103
West Indian (Except Hispanic Groups): U.s. Virgin Islander,ACS09_5yr_B04001104
West Indian (Except Hispanic Groups): West Indian,ACS09_5yr_B04001105
West Indian (Except Hispanic Groups): Other West Indian,ACS09_5yr_B04001106
Yugoslavian,ACS09_5yr_B04001107
Other Groups,ACS09_5yr_B04001108
Unclassified or Not Reported,ACS09_5yr_B04001109
Std. Error: Total Population.8,ACS09_5yr_B04001001s
Std. Error: Afghan,ACS09_5yr_B04001002s
Std. Error: Albanian,ACS09_5yr_B04001003s
Std. Error: Alsatian,ACS09_5yr_B04001004s
Std. Error: American,ACS09_5yr_B04001005s
Std. Error: Arab,ACS09_5yr_B04001006s
Std. Error: Arab: Egyptian,ACS09_5yr_B04001007s
Std. Error: Arab: Iraqi,ACS09_5yr_B04001008s
Std. Error: Arab: Jordanian,ACS09_5yr_B04001009s
Std. Error: Arab: Lebanese,ACS09_5yr_B04001010s
Std. Error: Arab: Moroccan,ACS09_5yr_B04001011s
Std. Error: Arab: Palestinian,ACS09_5yr_B04001012s
Std. Error: Arab: Syrian,ACS09_5yr_B04001013s
Std. Error: Arab: Arab,ACS09_5yr_B04001014s
Std. Error: Arab: Other Arab,ACS09_5yr_B04001015s
Std. Error: Armenian,ACS09_5yr_B04001016s
Std. Error: Assyrian/Chaldean/Syriac,ACS09_5yr_B04001017s
Std. Error: Australian,ACS09_5yr_B04001018s
Std. Error: Austrian,ACS09_5yr_B04001019s
Std. Error: Basque,ACS09_5yr_B04001020s
Std. Error: Belgian,ACS09_5yr_B04001021s
Std. Error: Brazilian,ACS09_5yr_B04001022s
Std. Error: British,ACS09_5yr_B04001023s
Std. Error: Bulgarian,ACS09_5yr_B04001024s
Std. Error: Cajun,ACS09_5yr_B04001025s
Std. Error: Canadian,ACS09_5yr_B04001026s
Std. Error: Carpatho Rusyn,ACS09_5yr_B04001027s
Std. Error: Celtic,ACS09_5yr_B04001028s
Std. Error: Croatian,ACS09_5yr_B04001029s
Std. Error: Cypriot,ACS09_5yr_B04001030s
Std. Error: Czech,ACS09_5yr_B04001031s
Std. Error: Czechoslovakian,ACS09_5yr_B04001032s
Std. Error: Danish,ACS09_5yr_B04001033s
Std. Error: Dutch,ACS09_5yr_B04001034s
Std. Error: Eastern European,ACS09_5yr_B04001035s
Std. Error: English,ACS09_5yr_B04001036s
Std. Error: Estonian,ACS09_5yr_B04001037s
Std. Error: European,ACS09_5yr_B04001038s
Std. Error: Finnish,ACS09_5yr_B04001039s
Std. Error: French (Except Basque),ACS09_5yr_B04001040s
Std. Error: French Canadian,ACS09_5yr_B04001041s
Std. Error: German,ACS09_5yr_B04001042s
Std. Error: German Russian,ACS09_5yr_B04001043s
Std. Error: Greek,ACS09_5yr_B04001044s
Std. Error: Guyanese,ACS09_5yr_B04001045s
Std. Error: Hungarian,ACS09_5yr_B04001046s
Std. Error: Icelander,ACS09_5yr_B04001047s
Std. Error: Iranian,ACS09_5yr_B04001048s
Std. Error: Irish,ACS09_5yr_B04001049s
Std. Error: Israeli,ACS09_5yr_B04001050s
Std. Error: Italian,ACS09_5yr_B04001051s
Std. Error: Latvian,ACS09_5yr_B04001052s
Std. Error: Lithuanian,ACS09_5yr_B04001053s
Std. Error: Luxemburger,ACS09_5yr_B04001054s
Std. Error: Macedonian,ACS09_5yr_B04001055s
Std. Error: Maltese,ACS09_5yr_B04001056s
Std. Error: New Zealander,ACS09_5yr_B04001057s
Std. Error: Northern European,ACS09_5yr_B04001058s
Std. Error: Norwegian,ACS09_5yr_B04001059s
Std. Error: Pennsylvania German,ACS09_5yr_B04001060s
Std. Error: Polish,ACS09_5yr_B04001061s
Std. Error: Portuguese,ACS09_5yr_B04001062s
Std. Error: Romanian,ACS09_5yr_B04001063s
Std. Error: Russian,ACS09_5yr_B04001064s
Std. Error: Scandinavian,ACS09_5yr_B04001065s
Std. Error: Scotch-Irish,ACS09_5yr_B04001066s
Std. Error: Scottish,ACS09_5yr_B04001067s
Std. Error: Serbian,ACS09_5yr_B04001068s
Std. Error: Slavic,ACS09_5yr_B04001069s
Std. Error: Slovak,ACS09_5yr_B04001070s
Std. Error: Slovene,ACS09_5yr_B04001071s
Std. Error: Soviet Union,ACS09_5yr_B04001072s
Std. Error: Sub-Saharan African,ACS09_5yr_B04001073s
Std. Error: Sub-Saharan African: Cape Verdean,ACS09_5yr_B04001074s
Std. Error: Sub-Saharan African: Ethiopian,ACS09_5yr_B04001075s
Std. Error: Sub-Saharan African: Ghanian,ACS09_5yr_B04001076s
Std. Error: Sub-Saharan African: Kenyan,ACS09_5yr_B04001077s
Std. Error: Sub-Saharan African: Liberian,ACS09_5yr_B04001078s
Std. Error: Sub-Saharan African: Nigerian,ACS09_5yr_B04001079s
Std. Error: Sub-Saharan African: Senegalese,ACS09_5yr_B04001080s
Std. Error: Sub-Saharan African: Sierra Leonean,ACS09_5yr_B04001081s
Std. Error: Sub-Saharan African: Somalian,ACS09_5yr_B04001082s
Std. Error: Sub-Saharan African: South African,ACS09_5yr_B04001083s
Std. Error: Sub-Saharan African: Sudanese,ACS09_5yr_B04001084s
Std. Error: Sub-Saharan African: Ugandan,ACS09_5yr_B04001085s
Std. Error: Sub-Saharan African: Zimbabwean,ACS09_5yr_B04001086s
Std. Error: Sub-Saharan African: African,ACS09_5yr_B04001087s
Std. Error: Sub-Saharan African: Other Sub-Saharan African,ACS09_5yr_B04001088s
Std. Error: Swedish,ACS09_5yr_B04001089s
Std. Error: Swiss,ACS09_5yr_B04001090s
Std. Error: Turkish,ACS09_5yr_B04001091s
Std. Error: Ukrainian,ACS09_5yr_B04001092s
Std. Error: Welsh,ACS09_5yr_B04001093s
Std. Error: West Indian (Except Hispanic Groups),ACS09_5yr_B04001094s
Std. Error: West Indian (Except Hispanic Groups): Bahamian,ACS09_5yr_B04001095s
Std. Error: West Indian (Except Hispanic Groups): Barbadian,ACS09_5yr_B04001096s
Std. Error: West Indian (Except Hispanic Groups): Belizean,ACS09_5yr_B04001097s
Std. Error: West Indian (Except Hispanic Groups): Bermudan,ACS09_5yr_B04001098s
Std. Error: West Indian (Except Hispanic Groups): British West Indian,ACS09_5yr_B04001099s
Std. Error: West Indian (Except Hispanic Groups): Dutch West Indian,ACS09_5yr_B04001100s
Std. Error: West Indian (Except Hispanic Groups): Haitian,ACS09_5yr_B04001101s
Std. Error: West Indian (Except Hispanic Groups): Jamaican,ACS09_5yr_B04001102s
Std. Error: West Indian (Except Hispanic Groups): Trinidadian and Tobagonian,ACS09_5yr_B04001103s
Std. Error: West Indian (Except Hispanic Groups): U.s. Virgin Islander,ACS09_5yr_B04001104s
Std. Error: West Indian (Except Hispanic Groups): West Indian,ACS09_5yr_B04001105s
Std. Error: West Indian (Except Hispanic Groups): Other West Indian,ACS09_5yr_B04001106s
Std. Error: Yugoslavian,ACS09_5yr_B04001107s
Std. Error: Other Groups,ACS09_5yr_B04001108s
Std. Error: Unclassified or Not Reported,ACS09_5yr_B04001109s
% Afghan,PCT_ACS09_5yr_B04001002
% Albanian,PCT_ACS09_5yr_B04001003
% Alsatian,PCT_ACS09_5yr_B04001004
% American,PCT_ACS09_5yr_B04001005
% Arab,PCT_ACS09_5yr_B04001006
% Arab: Egyptian,PCT_ACS09_5yr_B04001007
% Arab: Iraqi,PCT_ACS09_5yr_B04001008
% Arab: Jordanian,PCT_ACS09_5yr_B04001009
% Arab: Lebanese,PCT_ACS09_5yr_B04001010
% Arab: Moroccan,PCT_ACS09_5yr_B04001011
% Arab: Palestinian,PCT_ACS09_5yr_B04001012
% Arab: Syrian,PCT_ACS09_5yr_B04001013
% Arab: Arab,PCT_ACS09_5yr_B04001014
% Arab: Other Arab,PCT_ACS09_5yr_B04001015
% Armenian,PCT_ACS09_5yr_B04001016
% Assyrian/Chaldean/Syriac,PCT_ACS09_5yr_B04001017
% Australian,PCT_ACS09_5yr_B04001018
% Austrian,PCT_ACS09_5yr_B04001019
% Basque,PCT_ACS09_5yr_B04001020
% Belgian,PCT_ACS09_5yr_B04001021
% Brazilian,PCT_ACS09_5yr_B04001022
% British,PCT_ACS09_5yr_B04001023
% Bulgarian,PCT_ACS09_5yr_B04001024
% Cajun,PCT_ACS09_5yr_B04001025
% Canadian,PCT_ACS09_5yr_B04001026
% Carpatho Rusyn,PCT_ACS09_5yr_B04001027
% Celtic,PCT_ACS09_5yr_B04001028
% Croatian,PCT_ACS09_5yr_B04001029
% Cypriot,PCT_ACS09_5yr_B04001030
% Czech,PCT_ACS09_5yr_B04001031
% Czechoslovakian,PCT_ACS09_5yr_B04001032
% Danish,PCT_ACS09_5yr_B04001033
% Dutch,PCT_ACS09_5yr_B04001034
% Eastern European,PCT_ACS09_5yr_B04001035
% English,PCT_ACS09_5yr_B04001036
% Estonian,PCT_ACS09_5yr_B04001037
% European,PCT_ACS09_5yr_B04001038
% Finnish,PCT_ACS09_5yr_B04001039
% French (Except Basque),PCT_ACS09_5yr_B04001040
% French Canadian,PCT_ACS09_5yr_B04001041
% German,PCT_ACS09_5yr_B04001042
% German Russian,PCT_ACS09_5yr_B04001043
% Greek,PCT_ACS09_5yr_B04001044
% Guyanese,PCT_ACS09_5yr_B04001045
% Hungarian,PCT_ACS09_5yr_B04001046
% Icelander,PCT_ACS09_5yr_B04001047
% Iranian,PCT_ACS09_5yr_B04001048
% Irish,PCT_ACS09_5yr_B04001049
% Israeli,PCT_ACS09_5yr_B04001050
% Italian,PCT_ACS09_5yr_B04001051
% Latvian,PCT_ACS09_5yr_B04001052
% Lithuanian,PCT_ACS09_5yr_B04001053
% Luxemburger,PCT_ACS09_5yr_B04001054
% Macedonian,PCT_ACS09_5yr_B04001055
% Maltese,PCT_ACS09_5yr_B04001056
% New Zealander,PCT_ACS09_5yr_B04001057
% Northern European,PCT_ACS09_5yr_B04001058
% Norwegian,PCT_ACS09_5yr_B04001059
% Pennsylvania German,PCT_ACS09_5yr_B04001060
% Polish,PCT_ACS09_5yr_B04001061
% Portuguese,PCT_ACS09_5yr_B04001062
% Romanian,PCT_ACS09_5yr_B04001063
% Russian,PCT_ACS09_5yr_B04001064
