FIPS,Geo_FIPS
% Total: Walked: 20 To 24 Minutes,PCT_ACS19_5yr_B08134105
% Total: Walked: 25 To 29 Minutes,PCT_ACS19_5yr_B08134106
% Total: Walked: 30 To 34 Minutes,PCT_ACS19_5yr_B08134107
% Total: Walked: 35 To 44 Minutes,PCT_ACS19_5yr_B08134108
% Total: Walked: 45 To 59 Minutes,PCT_ACS19_5yr_B08134109
% Total: Walked: 60 Or More Minutes,PCT_ACS19_5yr_B08134110
% Total: Taxicab Motorcycle Bicycle Or Other Means,PCT_ACS19_5yr_B08134111
% Total: Taxicab Motorcycle Bicycle Or Other Means: Less Than 10 Minutes,PCT_ACS19_5yr_B08134112
% Total: Taxicab Motorcycle Bicycle Or Other Means: 10 To 14 Minutes,PCT_ACS19_5yr_B08134113
% Total: Taxicab Motorcycle Bicycle Or Other Means: 15 To 19 Minutes,PCT_ACS19_5yr_B08134114
% Total: Taxicab Motorcycle Bicycle Or Other Means: 20 To 24 Minutes,PCT_ACS19_5yr_B08134115
% Total: Taxicab Motorcycle Bicycle Or Other Means: 25 To 29 Minutes,PCT_ACS19_5yr_B08134116
% Total: Taxicab Motorcycle Bicycle Or Other Means: 30 To 34 Minutes,PCT_ACS19_5yr_B08134117
% Total: Taxicab Motorcycle Bicycle Or Other Means: 35 To 44 Minutes,PCT_ACS19_5yr_B08134118
% Total: Taxicab Motorcycle Bicycle Or Other Means: 45 To 59 Minutes,PCT_ACS19_5yr_B08134119
% Total: Taxicab Motorcycle Bicycle Or Other Means: 60 Or More Minutes,PCT_ACS19_5yr_B08134120
Aggregate Travel Time To Work (In Minutes),ACS19_5yr_B08136001
Aggregate Travel Time To Work (In Minutes): Car Truck Or Van,ACS19_5yr_B08136002
Aggregate Travel Time To Work (In Minutes): Car Truck Or Van: Drove Alone,ACS19_5yr_B08136003
Aggregate Travel Time To Work (In Minutes): Car Truck Or Van: Carpooled,ACS19_5yr_B08136004
Aggregate Travel Time To Work (In Minutes): Car Truck Or Van: Carpooled: In 2-Person Carpool,ACS19_5yr_B08136005
Aggregate Travel Time To Work (In Minutes): Car Truck Or Van: Carpooled: In 3-Or-More-Person Carpool,ACS19_5yr_B08136006
Aggregate Travel Time To Work (In Minutes): Public Transportation (Excluding Taxicab),ACS19_5yr_B08136007
Aggregate Travel Time To Work (In Minutes): Public Transportation (Excluding Taxicab): Bus,ACS19_5yr_B08136008
Aggregate Travel Time To Work (In Minutes): Public Transportation (Excluding Taxicab): Subway Or Elevated Rail Light Rail Streetcar Or Trolley (Carro P̼blico In Puerto Rico),ACS19_5yr_B08136009
Aggregate Travel Time To Work (In Minutes): Public Transportation (Excluding Taxicab): Long-Distance Train Or Commuter Rail Or Ferryboat,ACS19_5yr_B08136010
Aggregate Travel Time To Work (In Minutes): Walked,ACS19_5yr_B08136011
Aggregate Travel Time To Work (In Minutes): Taxicab Motorcycle Bicycle Or Other Means,ACS19_5yr_B08136012
% Aggregate Travel Time To Work (In Minutes): Car Truck Or Van,PCT_ACS19_5yr_B08136002
% Aggregate Travel Time To Work (In Minutes): Car Truck Or Van: Drove Alone,PCT_ACS19_5yr_B08136003
% Aggregate Travel Time To Work (In Minutes): Car Truck Or Van: Carpooled,PCT_ACS19_5yr_B08136004
% Aggregate Travel Time To Work (In Minutes): Car Truck Or Van: Carpooled: In 2-Person Carpool,PCT_ACS19_5yr_B08136005
% Aggregate Travel Time To Work (In Minutes): Car Truck Or Van: Carpooled: In 3-Or-More-Person Carpool,PCT_ACS19_5yr_B08136006
% Aggregate Travel Time To Work (In Minutes): Public Transportation (Excluding Taxicab),PCT_ACS19_5yr_B08136007
% Aggregate Travel Time To Work (In Minutes): Public Transportation (Excluding Taxicab): Bus,PCT_ACS19_5yr_B08136008
% Aggregate Travel Time To Work (In Minutes): Public Transportation (Excluding Taxicab): Subway Or Elevated Rail Light Rail Streetcar Or Trolley (Carro P̼blico In Puerto Rico),PCT_ACS19_5yr_B08136009
% Aggregate Travel Time To Work (In Minutes): Public Transportation (Excluding Taxicab): Long-Distance Train Or Commuter Rail Or Ferryboat,PCT_ACS19_5yr_B08136010
% Aggregate Travel Time To Work (In Minutes): Walked,PCT_ACS19_5yr_B08136011
% Aggregate Travel Time To Work (In Minutes): Taxicab Motorcycle Bicycle Or Other Means,PCT_ACS19_5yr_B08136012
Total.2,ACS19_5yr_B08301001
Total: Car Truck Or Van.1,ACS19_5yr_B08301002
Total: Car Truck Or Van: Drove Alone.1,ACS19_5yr_B08301003
Total: Car Truck Or Van: Carpooled,ACS19_5yr_B08301004
Total: Car Truck Or Van: Carpooled: In 2-Person Carpool,ACS19_5yr_B08301005
Total: Car Truck Or Van: Carpooled: In 3-Person Carpool,ACS19_5yr_B08301006
Total: Car Truck Or Van: Carpooled: In 4-Person Carpool,ACS19_5yr_B08301007
Total: Car Truck Or Van: Carpooled: In 5- Or 6-Person Carpool,ACS19_5yr_B08301008
Total: Car Truck Or Van: Carpooled: In 7-Or-More-Person Carpool,ACS19_5yr_B08301009
Total: Public Transportation (Excluding Taxicab).1,ACS19_5yr_B08301010
Total: Public Transportation (Excluding Taxicab): Bus.1,ACS19_5yr_B08301011
Total: Public Transportation (Excluding Taxicab): Subway Or Elevated Rail,ACS19_5yr_B08301012
Total: Public Transportation (Excluding Taxicab): Long-Distance Train Or Commuter Rail,ACS19_5yr_B08301013
Total: Public Transportation (Excluding Taxicab): Light Rail Streetcar Or Trolley (Carro P̼blico In Puerto Rico),ACS19_5yr_B08301014
Total: Public Transportation (Excluding Taxicab): Ferryboat,ACS19_5yr_B08301015
Total: Taxicab,ACS19_5yr_B08301016
Total: Motorcycle,ACS19_5yr_B08301017
Total: Bicycle,ACS19_5yr_B08301018
Total: Walked.1,ACS19_5yr_B08301019
Total: Other Means,ACS19_5yr_B08301020
Total: Worked From Home,ACS19_5yr_B08301021
% Total: Car Truck Or Van.1,PCT_ACS19_5yr_B08301002
% Total: Car Truck Or Van: Drove Alone.1,PCT_ACS19_5yr_B08301003
% Total: Car Truck Or Van: Carpooled,PCT_ACS19_5yr_B08301004
% Total: Car Truck Or Van: Carpooled: In 2-Person Carpool,PCT_ACS19_5yr_B08301005
% Total: Car Truck Or Van: Carpooled: In 3-Person Carpool,PCT_ACS19_5yr_B08301006
% Total: Car Truck Or Van: Carpooled: In 4-Person Carpool,PCT_ACS19_5yr_B08301007
% Total: Car Truck Or Van: Carpooled: In 5- Or 6-Person Carpool,PCT_ACS19_5yr_B08301008
% Total: Car Truck Or Van: Carpooled: In 7-Or-More-Person Carpool,PCT_ACS19_5yr_B08301009
% Total: Public Transportation (Excluding Taxicab).1,PCT_ACS19_5yr_B08301010
% Total: Public Transportation (Excluding Taxicab): Bus.1,PCT_ACS19_5yr_B08301011
% Total: Public Transportation (Excluding Taxicab): Subway Or Elevated Rail,PCT_ACS19_5yr_B08301012
% Total: Public Transportation (Excluding Taxicab): Long-Distance Train Or Commuter Rail,PCT_ACS19_5yr_B08301013
% Total: Public Transportation (Excluding Taxicab): Light Rail Streetcar Or Trolley (Carro P̼blico In Puerto Rico),PCT_ACS19_5yr_B08301014
% Total: Public Transportation (Excluding Taxicab): Ferryboat,PCT_ACS19_5yr_B08301015
% Total: Taxicab,PCT_ACS19_5yr_B08301016
% Total: Motorcycle,PCT_ACS19_5yr_B08301017
% Total: Bicycle,PCT_ACS19_5yr_B08301018
% Total: Walked.1,PCT_ACS19_5yr_B08301019
% Total: Other Means,PCT_ACS19_5yr_B08301020
% Total: Worked From Home,PCT_ACS19_5yr_B08301021
Total.3,ACS19_5yr_B08303001
Total: Less Than 5 Minutes,ACS19_5yr_B08303002
Total: 5 To 9 Minutes,ACS19_5yr_B08303003
Total: 10 To 14 Minutes.1,ACS19_5yr_B08303004
Total: 15 To 19 Minutes.1,ACS19_5yr_B08303005
Total: 20 To 24 Minutes.1,ACS19_5yr_B08303006
Total: 25 To 29 Minutes.1,ACS19_5yr_B08303007
Total: 30 To 34 Minutes.1,ACS19_5yr_B08303008
Total: 35 To 39 Minutes,ACS19_5yr_B08303009
Total: 40 To 44 Minutes,ACS19_5yr_B08303010
Total: 45 To 59 Minutes.1,ACS19_5yr_B08303011
Total: 60 To 89 Minutes,ACS19_5yr_B08303012
Total: 90 Or More Minutes,ACS19_5yr_B08303013
% Total: Less Than 5 Minutes,PCT_ACS19_5yr_B08303002
% Total: 5 To 9 Minutes,PCT_ACS19_5yr_B08303003
% Total: 10 To 14 Minutes.1,PCT_ACS19_5yr_B08303004
% Total: 15 To 19 Minutes.1,PCT_ACS19_5yr_B08303005
% Total: 20 To 24 Minutes.1,PCT_ACS19_5yr_B08303006
% Total: 25 To 29 Minutes.1,PCT_ACS19_5yr_B08303007
% Total: 30 To 34 Minutes.1,PCT_ACS19_5yr_B08303008
% Total: 35 To 39 Minutes,PCT_ACS19_5yr_B08303009
% Total: 40 To 44 Minutes,PCT_ACS19_5yr_B08303010
% Total: 45 To 59 Minutes.1,PCT_ACS19_5yr_B08303011
% Total: 60 To 89 Minutes,PCT_ACS19_5yr_B08303012
% Total: 90 Or More Minutes,PCT_ACS19_5yr_B08303013
Total.4,ACS19_5yr_B08122001
Total: Below 100 Percent Of The Poverty Level,ACS19_5yr_B08122002
Total: 100 To 149 Percent Of The Poverty Level,ACS19_5yr_B08122003
Total: At Or Above 150 Percent Of The Poverty Level,ACS19_5yr_B08122004
Total: Car Truck Or Van - Drove Alone,ACS19_5yr_B08122005
Total: Car Truck Or Van - Drove Alone: Below 100 Percent Of The Poverty Level,ACS19_5yr_B08122006
Total: Car Truck Or Van - Drove Alone: 100 To 149 Percent Of The Poverty Level,ACS19_5yr_B08122007
Total: Car Truck Or Van - Drove Alone: At Or Above 150 Percent Of The Poverty Level,ACS19_5yr_B08122008
Total: Car Truck Or Van - Carpooled,ACS19_5yr_B08122009
Total: Car Truck Or Van - Carpooled: Below 100 Percent Of The Poverty Level,ACS19_5yr_B08122010
Total: Car Truck Or Van - Carpooled: 100 To 149 Percent Of The Poverty Level,ACS19_5yr_B08122011
Total: Car Truck Or Van - Carpooled: At Or Above 150 Percent Of The Poverty Level,ACS19_5yr_B08122012
Total: Public Transportation (Excluding Taxicab).2,ACS19_5yr_B08122013
Total: Public Transportation (Excluding Taxicab): Below 100 Percent Of The Poverty Level,ACS19_5yr_B08122014
Total: Public Transportation (Excluding Taxicab): 100 To 149 Percent Of The Poverty Level,ACS19_5yr_B08122015
Total: Public Transportation (Excluding Taxicab): At Or Above 150 Percent Of The Poverty Level,ACS19_5yr_B08122016
Total: Walked.2,ACS19_5yr_B08122017
Total: Walked: Below 100 Percent Of The Poverty Level,ACS19_5yr_B08122018
Total: Walked: 100 To 149 Percent Of The Poverty Level,ACS19_5yr_B08122019
Total: Walked: At Or Above 150 Percent Of The Poverty Level,ACS19_5yr_B08122020
Total: Taxicab Motorcycle Bicycle Or Other Means.1,ACS19_5yr_B08122021
Total: Taxicab Motorcycle Bicycle Or Other Means: Below 100 Percent Of The Poverty Level,ACS19_5yr_B08122022
Total: Taxicab Motorcycle Bicycle Or Other Means: 100 To 149 Percent Of The Poverty Level,ACS19_5yr_B08122023
Total: Taxicab Motorcycle Bicycle Or Other Means: At Or Above 150 Percent Of The Poverty Level,ACS19_5yr_B08122024
Total: Worked From Home.1,ACS19_5yr_B08122025
Total: Worked From Home Below 100 Percent Of The Poverty Level,ACS19_5yr_B08122026
Total: Worked From Home 100 To 149 Percent Of The Poverty Level,ACS19_5yr_B08122027
Total: Worked From Home At Or Above 150 Percent Of The Poverty Level,ACS19_5yr_B08122028
% Total: Below 100 Percent Of The Poverty Level,PCT_ACS19_5yr_B08122002
% Total: 100 To 149 Percent Of The Poverty Level,PCT_ACS19_5yr_B08122003
% Total: At Or Above 150 Percent Of The Poverty Level,PCT_ACS19_5yr_B08122004
% Total: Car Truck Or Van - Drove Alone,PCT_ACS19_5yr_B08122005
% Total: Car Truck Or Van - Drove Alone: Below 100 Percent Of The Poverty Level,PCT_ACS19_5yr_B08122006
% Total: Car Truck Or Van - Drove Alone: 100 To 149 Percent Of The Poverty Level,PCT_ACS19_5yr_B08122007
% Total: Car Truck Or Van - Drove Alone: At Or Above 150 Percent Of The Poverty Level,PCT_ACS19_5yr_B08122008
% Total: Car Truck Or Van - Carpooled,PCT_ACS19_5yr_B08122009
% Total: Car Truck Or Van - Carpooled: Below 100 Percent Of The Poverty Level,PCT_ACS19_5yr_B08122010
% Total: Car Truck Or Van - Carpooled: 100 To 149 Percent Of The Poverty Level,PCT_ACS19_5yr_B08122011
% Total: Car Truck Or Van - Carpooled: At Or Above 150 Percent Of The Poverty Level,PCT_ACS19_5yr_B08122012
% Total: Public Transportation (Excluding Taxicab).2,PCT_ACS19_5yr_B08122013
% Total: Public Transportation (Excluding Taxicab): Below 100 Percent Of The Poverty Level,PCT_ACS19_5yr_B08122014
% Total: Public Transportation (Excluding Taxicab): 100 To 149 Percent Of The Poverty Level,PCT_ACS19_5yr_B08122015
% Total: Public Transportation (Excluding Taxicab): At Or Above 150 Percent Of The Poverty Level,PCT_ACS19_5yr_B08122016
% Total: Walked.2,PCT_ACS19_5yr_B08122017
% Total: Walked: Below 100 Percent Of The Poverty Level,PCT_ACS19_5yr_B08122018
% Total: Walked: 100 To 149 Percent Of The Poverty Level,PCT_ACS19_5yr_B08122019
% Total: Walked: At Or Above 150 Percent Of The Poverty Level,PCT_ACS19_5yr_B08122020
% Total: Taxicab Motorcycle Bicycle Or Other Means.1,PCT_ACS19_5yr_B08122021
% Total: Taxicab Motorcycle Bicycle Or Other Means: Below 100 Percent Of The Poverty Level,PCT_ACS19_5yr_B08122022
% Total: Taxicab Motorcycle Bicycle Or Other Means: 100 To 149 Percent Of The Poverty Level,PCT_ACS19_5yr_B08122023
% Total: Taxicab Motorcycle Bicycle Or Other Means: At Or Above 150 Percent Of The Poverty Level,PCT_ACS19_5yr_B08122024
% Total: Worked From Home.1,PCT_ACS19_5yr_B08122025
% Total: Worked From Home Below 100 Percent Of The Poverty Level,PCT_ACS19_5yr_B08122026
% Total: Worked From Home 100 To 149 Percent Of The Poverty Level,PCT_ACS19_5yr_B08122027
% Total: Worked From Home At Or Above 150 Percent Of The Poverty Level,PCT_ACS19_5yr_B08122028
Total.5,ACS19_5yr_B08201001
Total: No Vehicle Available,ACS19_5yr_B08201002
Total: 1 Vehicle Available,ACS19_5yr_B08201003
Total: 2 Vehicles Available,ACS19_5yr_B08201004
Total: 3 Vehicles Available,ACS19_5yr_B08201005
Total: 4 Or More Vehicles Available,ACS19_5yr_B08201006
Total: 1-Person Household,ACS19_5yr_B08201007
Total: 1-Person Household: No Vehicle Available,ACS19_5yr_B08201008
Total: 1-Person Household: 1 Vehicle Available,ACS19_5yr_B08201009
Total: 1-Person Household: 2 Vehicles Available,ACS19_5yr_B08201010
Total: 1-Person Household: 3 Vehicles Available,ACS19_5yr_B08201011
Total: 1-Person Household: 4 Or More Vehicles Available,ACS19_5yr_B08201012
Total: 2-Person Household,ACS19_5yr_B08201013
Total: 2-Person Household: No Vehicle Available,ACS19_5yr_B08201014
Total: 2-Person Household: 1 Vehicle Available,ACS19_5yr_B08201015
Total: 2-Person Household: 2 Vehicles Available,ACS19_5yr_B08201016
Total: 2-Person Household: 3 Vehicles Available,ACS19_5yr_B08201017
Total: 2-Person Household: 4 Or More Vehicles Available,ACS19_5yr_B08201018
Total: 3-Person Household,ACS19_5yr_B08201019
Total: 3-Person Household: No Vehicle Available,ACS19_5yr_B08201020
Total: 3-Person Household: 1 Vehicle Available,ACS19_5yr_B08201021
Total: 3-Person Household: 2 Vehicles Available,ACS19_5yr_B08201022
Total: 3-Person Household: 3 Vehicles Available,ACS19_5yr_B08201023
Total: 3-Person Household: 4 Or More Vehicles Available,ACS19_5yr_B08201024
Total: 4-Or-More-Person Household,ACS19_5yr_B08201025
Total: 4-Or-More-Person Household: No Vehicle Available,ACS19_5yr_B08201026
Total: 4-Or-More-Person Household: 1 Vehicle Available,ACS19_5yr_B08201027
Total: 4-Or-More-Person Household: 2 Vehicles Available,ACS19_5yr_B08201028
Total: 4-Or-More-Person Household: 3 Vehicles Available,ACS19_5yr_B08201029
Total: 4-Or-More-Person Household: 4 Or More Vehicles Available,ACS19_5yr_B08201030
% Total: No Vehicle Available,PCT_ACS19_5yr_B08201002
% Total: 1 Vehicle Available,PCT_ACS19_5yr_B08201003
% Total: 2 Vehicles Available,PCT_ACS19_5yr_B08201004
% Total: 3 Vehicles Available,PCT_ACS19_5yr_B08201005
% Total: 4 Or More Vehicles Available,PCT_ACS19_5yr_B08201006
% Total: 1-Person Household,PCT_ACS19_5yr_B08201007
% Total: 1-Person Household: No Vehicle Available,PCT_ACS19_5yr_B08201008
% Total: 1-Person Household: 1 Vehicle Available,PCT_ACS19_5yr_B08201009
% Total: 1-Person Household: 2 Vehicles Available,PCT_ACS19_5yr_B08201010
% Total: 1-Person Household: 3 Vehicles Available,PCT_ACS19_5yr_B08201011
% Total: 1-Person Household: 4 Or More Vehicles Available,PCT_ACS19_5yr_B08201012
% Total: 2-Person Household,PCT_ACS19_5yr_B08201013
% Total: 2-Person Household: No Vehicle Available,PCT_ACS19_5yr_B08201014
% Total: 2-Person Household: 1 Vehicle Available,PCT_ACS19_5yr_B08201015
% Total: 2-Person Household: 2 Vehicles Available,PCT_ACS19_5yr_B08201016
% Total: 2-Person Household: 3 Vehicles Available,PCT_ACS19_5yr_B08201017
% Total: 2-Person Household: 4 Or More Vehicles Available,PCT_ACS19_5yr_B08201018
% Total: 3-Person Household,PCT_ACS19_5yr_B08201019
% Total: 3-Person Household: No Vehicle Available,PCT_ACS19_5yr_B08201020
% Total: 3-Person Household: 1 Vehicle Available,PCT_ACS19_5yr_B08201021
% Total: 3-Person Household: 2 Vehicles Available,PCT_ACS19_5yr_B08201022
% Total: 3-Person Household: 3 Vehicles Available,PCT_ACS19_5yr_B08201023
% Total: 3-Person Household: 4 Or More Vehicles Available,PCT_ACS19_5yr_B08201024
% Total: 4-Or-More-Person Household,PCT_ACS19_5yr_B08201025
% Total: 4-Or-More-Person Household: No Vehicle Available,PCT_ACS19_5yr_B08201026
% Total: 4-Or-More-Person Household: 1 Vehicle Available,PCT_ACS19_5yr_B08201027
% Total: 4-Or-More-Person Household: 2 Vehicles Available,PCT_ACS19_5yr_B08201028
% Total: 4-Or-More-Person Household: 3 Vehicles Available,PCT_ACS19_5yr_B08201029
% Total: 4-Or-More-Person Household: 4 Or More Vehicles Available,PCT_ACS19_5yr_B08201030
Total.6,ACS19_5yr_B11001001
Total: Family Households,ACS19_5yr_B11001002
Total: Family Households: Married-Couple Family,ACS19_5yr_B11001003
Total: Family Households: Other Family,ACS19_5yr_B11001004
Total: Family Households: Other Family: Male Householder No Spouse Present,ACS19_5yr_B11001005
Total: Family Households: Other Family: Female Householder No Spouse Present,ACS19_5yr_B11001006
Total: Nonfamily Households,ACS19_5yr_B11001007
Total: Nonfamily Households: Householder Living Alone,ACS19_5yr_B11001008
Total: Nonfamily Households: Householder Not Living Alone,ACS19_5yr_B11001009
% Total: Family Households,PCT_ACS19_5yr_B11001002
% Total: Family Households: Married-Couple Family,PCT_ACS19_5yr_B11001003
% Total: Family Households: Other Family,PCT_ACS19_5yr_B11001004
% Total: Family Households: Other Family: Male Householder No Spouse Present,PCT_ACS19_5yr_B11001005
% Total: Family Households: Other Family: Female Householder No Spouse Present,PCT_ACS19_5yr_B11001006
% Total: Nonfamily Households,PCT_ACS19_5yr_B11001007
% Total: Nonfamily Households: Householder Living Alone,PCT_ACS19_5yr_B11001008
% Total: Nonfamily Households: Householder Not Living Alone,PCT_ACS19_5yr_B11001009
Total.7,ACS19_5yr_B08014001
Total: No Vehicle Available.1,ACS19_5yr_B08014002
Total: 1 Vehicle Available.1,ACS19_5yr_B08014003
Total: 2 Vehicles Available.1,ACS19_5yr_B08014004
Total: 3 Vehicles Available.1,ACS19_5yr_B08014005
Total: 4 Vehicles Available,ACS19_5yr_B08014006
Total: 5 Or More Vehicles Available,ACS19_5yr_B08014007
Total: Male.1,ACS19_5yr_B08014008
Total: Male: No Vehicle Available,ACS19_5yr_B08014009
Total: Male: 1 Vehicle Available,ACS19_5yr_B08014010
Total: Male: 2 Vehicles Available,ACS19_5yr_B08014011
Total: Male: 3 Vehicles Available,ACS19_5yr_B08014012
Total: Male: 4 Vehicles Available,ACS19_5yr_B08014013
Total: Male: 5 Or More Vehicles Available,ACS19_5yr_B08014014
Total: Female.1,ACS19_5yr_B08014015
Total: Female: No Vehicle Available,ACS19_5yr_B08014016
Total: Female: 1 Vehicle Available,ACS19_5yr_B08014017
Total: Female: 2 Vehicles Available,ACS19_5yr_B08014018
Total: Female: 3 Vehicles Available,ACS19_5yr_B08014019
Total: Female: 4 Vehicles Available,ACS19_5yr_B08014020
Total: Female: 5 Or More Vehicles Available,ACS19_5yr_B08014021
% Total: No Vehicle Available.1,PCT_ACS19_5yr_B08014002
% Total: 1 Vehicle Available.1,PCT_ACS19_5yr_B08014003
% Total: 2 Vehicles Available.1,PCT_ACS19_5yr_B08014004
% Total: 3 Vehicles Available.1,PCT_ACS19_5yr_B08014005
% Total: 4 Vehicles Available,PCT_ACS19_5yr_B08014006
% Total: 5 Or More Vehicles Available,PCT_ACS19_5yr_B08014007
% Total: Male.1,PCT_ACS19_5yr_B08014008
% Total: Male: No Vehicle Available,PCT_ACS19_5yr_B08014009
% Total: Male: 1 Vehicle Available,PCT_ACS19_5yr_B08014010
% Total: Male: 2 Vehicles Available,PCT_ACS19_5yr_B08014011
% Total: Male: 3 Vehicles Available,PCT_ACS19_5yr_B08014012
% Total: Male: 4 Vehicles Available,PCT_ACS19_5yr_B08014013
% Total: Male: 5 Or More Vehicles Available,PCT_ACS19_5yr_B08014014
% Total: Female.1,PCT_ACS19_5yr_B08014015
% Total: Female: No Vehicle Available,PCT_ACS19_5yr_B08014016
% Total: Female: 1 Vehicle Available,PCT_ACS19_5yr_B08014017
% Total: Female: 2 Vehicles Available,PCT_ACS19_5yr_B08014018
% Total: Female: 3 Vehicles Available,PCT_ACS19_5yr_B08014019
% Total: Female: 4 Vehicles Available,PCT_ACS19_5yr_B08014020
% Total: Female: 5 Or More Vehicles Available,PCT_ACS19_5yr_B08014021
Total.8,ACS19_5yr_B23025001
Total: In Labor Force,ACS19_5yr_B23025002
Total: In Labor Force: Civilian Labor Force,ACS19_5yr_B23025003
Total: In Labor Force: Civilian Labor Force: Employed,ACS19_5yr_B23025004
Total: In Labor Force: Civilian Labor Force: Unemployed,ACS19_5yr_B23025005
Total:  Armed Forces,ACS19_5yr_B23025006
Total: Not In Labor Force,ACS19_5yr_B23025007
% Total: In Labor Force,PCT_ACS19_5yr_B23025002
% Total: In Labor Force: Civilian Labor Force,PCT_ACS19_5yr_B23025003
% Total: In Labor Force: Civilian Labor Force: Employed,PCT_ACS19_5yr_B23025004
% Total: In Labor Force: Civilian Labor Force: Unemployed,PCT_ACS19_5yr_B23025005
% Total:  Armed Forces,PCT_ACS19_5yr_B23025006
% Total: Not In Labor Force,PCT_ACS19_5yr_B23025007
Households:,SE_A10008_001
Households: Family Households,SE_A10008_002
Households: Family Households: Married-Couple Family,SE_A10008_003
Households: Family Households: Other Family,SE_A10008_004
"Households: Family Households: Other Family: Male Householder, No Wife Present",SE_A10008_005
"Households: Family Households: Other Family: Female Householder, No Husband Present",SE_A10008_006
Households: Nonfamily Households,SE_A10008_007
Households: Nonfamily Households: Male Householder,SE_A10008_008
Households: Nonfamily Households: Female Householder,SE_A10008_009
% Households: Family Households,PCT_SE_A10008_002
% Households: Family Households: Married-Couple Family,PCT_SE_A10008_003
% Households: Family Households: Other Family,PCT_SE_A10008_004
"% Households: Family Households: Other Family: Male Householder, No Wife Present",PCT_SE_A10008_005
"% Households: Family Households: Other Family: Female Householder, No Husband Present",PCT_SE_A10008_006
% Households: Nonfamily Households,PCT_SE_A10008_007
% Households: Nonfamily Households: Male Householder,PCT_SE_A10008_008
% Households: Nonfamily Households: Female Householder,PCT_SE_A10008_009
Occupied Housing Units,SE_A10024_001
Occupied Housing Units: 1-Person Household,SE_A10024_002
Occupied Housing Units: 2-Person Household,SE_A10024_003
Occupied Housing Units: 3-Person Household,SE_A10024_004
Occupied Housing Units: 4-Person Household,SE_A10024_005
Occupied Housing Units: 5-Person Household,SE_A10024_006
Occupied Housing Units: 6-Person Household,SE_A10024_007
Occupied Housing Units: 7-or-More Person Household,SE_A10024_008
% Occupied Housing Units: 1-Person Household,PCT_SE_A10024_002
% Occupied Housing Units: 2-Person Household,PCT_SE_A10024_003
% Occupied Housing Units: 3-Person Household,PCT_SE_A10024_004
% Occupied Housing Units: 4-Person Household,PCT_SE_A10024_005
% Occupied Housing Units: 5-Person Household,PCT_SE_A10024_006
% Occupied Housing Units: 6-Person Household,PCT_SE_A10024_007
% Occupied Housing Units: 7-or-More Person Household,PCT_SE_A10024_008
Housing Units,SE_A10001_001
Housing Units:,SE_A10032_001
Housing Units: 1 Unit,SE_A10032_002
"Housing Units: 1 Unit: 1, Detached",SE_A10032_003
"Housing Units: 1 Unit: 1, Attached",SE_A10032_004
Housing Units: 2,SE_A10032_005
Housing Units: 3 or 4,SE_A10032_006
Housing Units: 5 to 9,SE_A10032_007
Housing Units: 10 to 19,SE_A10032_008
Housing Units: 20 to 49,SE_A10032_009
Housing Units: 50 or More,SE_A10032_010
Housing Units: Mobile Home,SE_A10032_011
"Housing Units: Boat, Rv, Van, Etc.",SE_A10032_012
% Housing Units: 1 Unit,PCT_SE_A10032_002
"% Housing Units: 1 Unit: 1, Detached",PCT_SE_A10032_003
"% Housing Units: 1 Unit: 1, Attached",PCT_SE_A10032_004
% Housing Units: 2,PCT_SE_A10032_005
% Housing Units: 3 or 4,PCT_SE_A10032_006
% Housing Units: 5 to 9,PCT_SE_A10032_007
% Housing Units: 10 to 19,PCT_SE_A10032_008
% Housing Units: 20 to 49,PCT_SE_A10032_009
% Housing Units: 50 or More,PCT_SE_A10032_010
% Housing Units: Mobile Home,PCT_SE_A10032_011
"% Housing Units: Boat, Rv, Van, Etc.",PCT_SE_A10032_012
Civilian Population in Labor Force 16 Years and Over:,SE_A17005_001
Civilian Population in Labor Force 16 Years and Over: Employed,SE_A17005_002
Civilian Population in Labor Force 16 Years and Over: Unemployed,SE_A17005_003
% Civilian Population in Labor Force 16 Years and Over: Employed,PCT_SE_A17005_002
% Civilian Population in Labor Force 16 Years and Over: Unemployed,PCT_SE_A17005_003
