FIPS,Geo_FIPS
Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Bus or Trolley Bus: 25 to 29 Minutes,ACS14_5yr_B08134076
Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Bus or Trolley Bus: 30 to 34 Minutes,ACS14_5yr_B08134077
Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Bus or Trolley Bus: 35 to 44 Minutes,ACS14_5yr_B08134078
Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Bus or Trolley Bus: 45 to 59 Minutes,ACS14_5yr_B08134079
Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Bus or Trolley Bus: 60 or More Minutes,ACS14_5yr_B08134080
"Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Streetcar or Trolley Car (Carro Publico in Puerto Rico), Subway or Elevated",ACS14_5yr_B08134081
"Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Streetcar or Trolley Car (Carro Publico in Puerto Rico), Subway or Elevated: Less than 10 Minutes",ACS14_5yr_B08134082
"Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Streetcar or Trolley Car (Carro Publico in Puerto Rico), Subway or Elevated: 10 to 14 Minutes",ACS14_5yr_B08134083
"Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Streetcar or Trolley Car (Carro Publico in Puerto Rico), Subway or Elevated: 15 to 19 Minutes",ACS14_5yr_B08134084
"Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Streetcar or Trolley Car (Carro Publico in Puerto Rico), Subway or Elevated: 20 to 24 Minutes",ACS14_5yr_B08134085
"Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Streetcar or Trolley Car (Carro Publico in Puerto Rico), Subway or Elevated: 25 to 29 Minutes",ACS14_5yr_B08134086
"Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Streetcar or Trolley Car (Carro Publico in Puerto Rico), Subway or Elevated: 30 to 34 Minutes",ACS14_5yr_B08134087
"Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Streetcar or Trolley Car (Carro Publico in Puerto Rico), Subway or Elevated: 35 to 44 Minutes",ACS14_5yr_B08134088
"Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Streetcar or Trolley Car (Carro Publico in Puerto Rico), Subway or Elevated: 45 to 59 Minutes",ACS14_5yr_B08134089
"Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Streetcar or Trolley Car (Carro Publico in Puerto Rico), Subway or Elevated: 60 or More Minutes",ACS14_5yr_B08134090
Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Railroad or Ferryboat,ACS14_5yr_B08134091
Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Railroad or Ferryboat: Less than 10 Minutes,ACS14_5yr_B08134092
Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Railroad or Ferryboat: 10 to 14 Minutes,ACS14_5yr_B08134093
Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Railroad or Ferryboat: 15 to 19 Minutes,ACS14_5yr_B08134094
Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Railroad or Ferryboat: 20 to 24 Minutes,ACS14_5yr_B08134095
Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Railroad or Ferryboat: 25 to 29 Minutes,ACS14_5yr_B08134096
Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Railroad or Ferryboat: 30 to 34 Minutes,ACS14_5yr_B08134097
Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Railroad or Ferryboat: 35 to 44 Minutes,ACS14_5yr_B08134098
Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Railroad or Ferryboat: 45 to 59 Minutes,ACS14_5yr_B08134099
Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Railroad or Ferryboat: 60 or More Minutes,ACS14_5yr_B08134100
Workers 16 Years and Over Who Did Not Work At Home: Walked,ACS14_5yr_B08134101
Workers 16 Years and Over Who Did Not Work At Home: Walked: Less than 10 Minutes,ACS14_5yr_B08134102
Workers 16 Years and Over Who Did Not Work At Home: Walked: 10 to 14 Minutes,ACS14_5yr_B08134103
Workers 16 Years and Over Who Did Not Work At Home: Walked: 15 to 19 Minutes,ACS14_5yr_B08134104
Workers 16 Years and Over Who Did Not Work At Home: Walked: 20 to 24 Minutes,ACS14_5yr_B08134105
Workers 16 Years and Over Who Did Not Work At Home: Walked: 25 to 29 Minutes,ACS14_5yr_B08134106
Workers 16 Years and Over Who Did Not Work At Home: Walked: 30 to 34 Minutes,ACS14_5yr_B08134107
Workers 16 Years and Over Who Did Not Work At Home: Walked: 35 to 44 Minutes,ACS14_5yr_B08134108
Workers 16 Years and Over Who Did Not Work At Home: Walked: 45 to 59 Minutes,ACS14_5yr_B08134109
Workers 16 Years and Over Who Did Not Work At Home: Walked: 60 or More Minutes,ACS14_5yr_B08134110
"Workers 16 Years and Over Who Did Not Work At Home: Taxicab, Motorcycle, Bicycle, or Other Means",ACS14_5yr_B08134111
"Workers 16 Years and Over Who Did Not Work At Home: Taxicab, Motorcycle, Bicycle, or Other Means: Less than 10 Minutes",ACS14_5yr_B08134112
"Workers 16 Years and Over Who Did Not Work At Home: Taxicab, Motorcycle, Bicycle, or Other Means: 10 to 14 Minutes",ACS14_5yr_B08134113
"Workers 16 Years and Over Who Did Not Work At Home: Taxicab, Motorcycle, Bicycle, or Other Means: 15 to 19 Minutes",ACS14_5yr_B08134114
"Workers 16 Years and Over Who Did Not Work At Home: Taxicab, Motorcycle, Bicycle, or Other Means: 20 to 24 Minutes",ACS14_5yr_B08134115
"Workers 16 Years and Over Who Did Not Work At Home: Taxicab, Motorcycle, Bicycle, or Other Means: 25 to 29 Minutes",ACS14_5yr_B08134116
"Workers 16 Years and Over Who Did Not Work At Home: Taxicab, Motorcycle, Bicycle, or Other Means: 30 to 34 Minutes",ACS14_5yr_B08134117
"Workers 16 Years and Over Who Did Not Work At Home: Taxicab, Motorcycle, Bicycle, or Other Means: 35 to 44 Minutes",ACS14_5yr_B08134118
"Workers 16 Years and Over Who Did Not Work At Home: Taxicab, Motorcycle, Bicycle, or Other Means: 45 to 59 Minutes",ACS14_5yr_B08134119
"Workers 16 Years and Over Who Did Not Work At Home: Taxicab, Motorcycle, Bicycle, or Other Means: 60 or More Minutes",ACS14_5yr_B08134120
Std. Error: Workers 16 Years and Over Who Did Not Work At Home,ACS14_5yr_B08134001s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Less than 10 Minutes,ACS14_5yr_B08134002s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: 10 to 14 Minutes,ACS14_5yr_B08134003s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: 15 to 19 Minutes,ACS14_5yr_B08134004s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: 20 to 24 Minutes,ACS14_5yr_B08134005s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: 25 to 29 Minutes,ACS14_5yr_B08134006s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: 30 to 34 Minutes,ACS14_5yr_B08134007s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: 35 to 44 Minutes,ACS14_5yr_B08134008s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: 45 to 59 Minutes,ACS14_5yr_B08134009s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: 60 or More Minutes,ACS14_5yr_B08134010s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van",ACS14_5yr_B08134011s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Less than 10 Minutes",ACS14_5yr_B08134012s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: 10 to 14 Minutes",ACS14_5yr_B08134013s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: 15 to 19 Minutes",ACS14_5yr_B08134014s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: 20 to 24 Minutes",ACS14_5yr_B08134015s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: 25 to 29 Minutes",ACS14_5yr_B08134016s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: 30 to 34 Minutes",ACS14_5yr_B08134017s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: 35 to 44 Minutes",ACS14_5yr_B08134018s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: 45 to 59 Minutes",ACS14_5yr_B08134019s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: 60 or More Minutes",ACS14_5yr_B08134020s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Drove Alone",ACS14_5yr_B08134021s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Drove Alone: Less than 10 Minutes",ACS14_5yr_B08134022s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Drove Alone: 10 to 14 Minutes",ACS14_5yr_B08134023s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Drove Alone: 15 to 19 Minutes",ACS14_5yr_B08134024s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Drove Alone: 20 to 24 Minutes",ACS14_5yr_B08134025s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Drove Alone: 25 to 29 Minutes",ACS14_5yr_B08134026s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Drove Alone: 30 to 34 Minutes",ACS14_5yr_B08134027s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Drove Alone: 35 to 44 Minutes",ACS14_5yr_B08134028s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Drove Alone: 45 to 59 Minutes",ACS14_5yr_B08134029s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Drove Alone: 60 or More Minutes",ACS14_5yr_B08134030s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Carpooled",ACS14_5yr_B08134031s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Carpooled: Less than 10 Minutes",ACS14_5yr_B08134032s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Carpooled: 10 to 14 Minutes",ACS14_5yr_B08134033s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Carpooled: 15 to 19 Minutes",ACS14_5yr_B08134034s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Carpooled: 20 to 24 Minutes",ACS14_5yr_B08134035s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Carpooled: 25 to 29 Minutes",ACS14_5yr_B08134036s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Carpooled: 30 to 34 Minutes",ACS14_5yr_B08134037s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Carpooled: 35 to 44 Minutes",ACS14_5yr_B08134038s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Carpooled: 45 to 59 Minutes",ACS14_5yr_B08134039s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Carpooled: 60 or More Minutes",ACS14_5yr_B08134040s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Carpooled: in 2-Person Carpool",ACS14_5yr_B08134041s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Carpooled: in 2-Person Carpool: Less than 10 Minutes",ACS14_5yr_B08134042s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Carpooled: in 2-Person Carpool: 10 to 14 Minutes",ACS14_5yr_B08134043s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Carpooled: in 2-Person Carpool: 15 to 19 Minutes",ACS14_5yr_B08134044s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Carpooled: in 2-Person Carpool: 20 to 24 Minutes",ACS14_5yr_B08134045s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Carpooled: in 2-Person Carpool: 25 to 29 Minutes",ACS14_5yr_B08134046s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Carpooled: in 2-Person Carpool: 30 to 34 Minutes",ACS14_5yr_B08134047s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Carpooled: in 2-Person Carpool: 35 to 44 Minutes",ACS14_5yr_B08134048s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Carpooled: in 2-Person Carpool: 45 to 59 Minutes",ACS14_5yr_B08134049s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Carpooled: in 2-Person Carpool: 60 or More Minutes",ACS14_5yr_B08134050s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Carpooled: in 3-Or-More-Person Carpool",ACS14_5yr_B08134051s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Carpooled: in 3-Or-More-Person Carpool: Less than 10 Minutes",ACS14_5yr_B08134052s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Carpooled: in 3-Or-More-Person Carpool: 10 to 14 Minutes",ACS14_5yr_B08134053s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Carpooled: in 3-Or-More-Person Carpool: 15 to 19 Minutes",ACS14_5yr_B08134054s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Carpooled: in 3-Or-More-Person Carpool: 20 to 24 Minutes",ACS14_5yr_B08134055s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Carpooled: in 3-Or-More-Person Carpool: 25 to 29 Minutes",ACS14_5yr_B08134056s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Carpooled: in 3-Or-More-Person Carpool: 30 to 34 Minutes",ACS14_5yr_B08134057s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Carpooled: in 3-Or-More-Person Carpool: 35 to 44 Minutes",ACS14_5yr_B08134058s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Carpooled: in 3-Or-More-Person Carpool: 45 to 59 Minutes",ACS14_5yr_B08134059s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Carpooled: in 3-Or-More-Person Carpool: 60 or More Minutes",ACS14_5yr_B08134060s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab),ACS14_5yr_B08134061s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Less than 10 Minutes,ACS14_5yr_B08134062s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): 10 to 14 Minutes,ACS14_5yr_B08134063s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): 15 to 19 Minutes,ACS14_5yr_B08134064s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): 20 to 24 Minutes,ACS14_5yr_B08134065s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): 25 to 29 Minutes,ACS14_5yr_B08134066s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): 30 to 34 Minutes,ACS14_5yr_B08134067s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): 35 to 44 Minutes,ACS14_5yr_B08134068s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): 45 to 59 Minutes,ACS14_5yr_B08134069s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): 60 or More Minutes,ACS14_5yr_B08134070s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Bus or Trolley Bus,ACS14_5yr_B08134071s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Bus or Trolley Bus: Less than 10 Minutes,ACS14_5yr_B08134072s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Bus or Trolley Bus: 10 to 14 Minutes,ACS14_5yr_B08134073s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Bus or Trolley Bus: 15 to 19 Minutes,ACS14_5yr_B08134074s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Bus or Trolley Bus: 20 to 24 Minutes,ACS14_5yr_B08134075s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Bus or Trolley Bus: 25 to 29 Minutes,ACS14_5yr_B08134076s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Bus or Trolley Bus: 30 to 34 Minutes,ACS14_5yr_B08134077s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Bus or Trolley Bus: 35 to 44 Minutes,ACS14_5yr_B08134078s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Bus or Trolley Bus: 45 to 59 Minutes,ACS14_5yr_B08134079s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Bus or Trolley Bus: 60 or More Minutes,ACS14_5yr_B08134080s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Streetcar or Trolley Car (Carro Publico in Puerto Rico), Subway or Elevated",ACS14_5yr_B08134081s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Streetcar or Trolley Car (Carro Publico in Puerto Rico), Subway or Elevated: Less than 10 Minutes",ACS14_5yr_B08134082s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Streetcar or Trolley Car (Carro Publico in Puerto Rico), Subway or Elevated: 10 to 14 Minutes",ACS14_5yr_B08134083s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Streetcar or Trolley Car (Carro Publico in Puerto Rico), Subway or Elevated: 15 to 19 Minutes",ACS14_5yr_B08134084s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Streetcar or Trolley Car (Carro Publico in Puerto Rico), Subway or Elevated: 20 to 24 Minutes",ACS14_5yr_B08134085s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Streetcar or Trolley Car (Carro Publico in Puerto Rico), Subway or Elevated: 25 to 29 Minutes",ACS14_5yr_B08134086s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Streetcar or Trolley Car (Carro Publico in Puerto Rico), Subway or Elevated: 30 to 34 Minutes",ACS14_5yr_B08134087s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Streetcar or Trolley Car (Carro Publico in Puerto Rico), Subway or Elevated: 35 to 44 Minutes",ACS14_5yr_B08134088s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Streetcar or Trolley Car (Carro Publico in Puerto Rico), Subway or Elevated: 45 to 59 Minutes",ACS14_5yr_B08134089s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Streetcar or Trolley Car (Carro Publico in Puerto Rico), Subway or Elevated: 60 or More Minutes",ACS14_5yr_B08134090s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Railroad or Ferryboat,ACS14_5yr_B08134091s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Railroad or Ferryboat: Less than 10 Minutes,ACS14_5yr_B08134092s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Railroad or Ferryboat: 10 to 14 Minutes,ACS14_5yr_B08134093s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Railroad or Ferryboat: 15 to 19 Minutes,ACS14_5yr_B08134094s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Railroad or Ferryboat: 20 to 24 Minutes,ACS14_5yr_B08134095s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Railroad or Ferryboat: 25 to 29 Minutes,ACS14_5yr_B08134096s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Railroad or Ferryboat: 30 to 34 Minutes,ACS14_5yr_B08134097s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Railroad or Ferryboat: 35 to 44 Minutes,ACS14_5yr_B08134098s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Railroad or Ferryboat: 45 to 59 Minutes,ACS14_5yr_B08134099s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Public Transportation (Excluding Taxicab): Railroad or Ferryboat: 60 or More Minutes,ACS14_5yr_B08134100s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Walked,ACS14_5yr_B08134101s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Walked: Less than 10 Minutes,ACS14_5yr_B08134102s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Walked: 10 to 14 Minutes,ACS14_5yr_B08134103s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Walked: 15 to 19 Minutes,ACS14_5yr_B08134104s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Walked: 20 to 24 Minutes,ACS14_5yr_B08134105s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Walked: 25 to 29 Minutes,ACS14_5yr_B08134106s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Walked: 30 to 34 Minutes,ACS14_5yr_B08134107s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Walked: 35 to 44 Minutes,ACS14_5yr_B08134108s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Walked: 45 to 59 Minutes,ACS14_5yr_B08134109s
Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Walked: 60 or More Minutes,ACS14_5yr_B08134110s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Taxicab, Motorcycle, Bicycle, or Other Means",ACS14_5yr_B08134111s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Taxicab, Motorcycle, Bicycle, or Other Means: Less than 10 Minutes",ACS14_5yr_B08134112s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Taxicab, Motorcycle, Bicycle, or Other Means: 10 to 14 Minutes",ACS14_5yr_B08134113s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Taxicab, Motorcycle, Bicycle, or Other Means: 15 to 19 Minutes",ACS14_5yr_B08134114s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Taxicab, Motorcycle, Bicycle, or Other Means: 20 to 24 Minutes",ACS14_5yr_B08134115s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Taxicab, Motorcycle, Bicycle, or Other Means: 25 to 29 Minutes",ACS14_5yr_B08134116s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Taxicab, Motorcycle, Bicycle, or Other Means: 30 to 34 Minutes",ACS14_5yr_B08134117s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Taxicab, Motorcycle, Bicycle, or Other Means: 35 to 44 Minutes",ACS14_5yr_B08134118s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Taxicab, Motorcycle, Bicycle, or Other Means: 45 to 59 Minutes",ACS14_5yr_B08134119s
"Std. Error: Workers 16 Years and Over Who Did Not Work At Home: Taxicab, Motorcycle, Bicycle, or Other Means: 60 or More Minutes",ACS14_5yr_B08134120s
% Workers 16 Years and Over Who Did Not Work At Home: Less than 10 Minutes,PCT_ACS14_5yr_B08134002
% Workers 16 Years and Over Who Did Not Work At Home: 10 to 14 Minutes,PCT_ACS14_5yr_B08134003
% Workers 16 Years and Over Who Did Not Work At Home: 15 to 19 Minutes,PCT_ACS14_5yr_B08134004
% Workers 16 Years and Over Who Did Not Work At Home: 20 to 24 Minutes,PCT_ACS14_5yr_B08134005
% Workers 16 Years and Over Who Did Not Work At Home: 25 to 29 Minutes,PCT_ACS14_5yr_B08134006
% Workers 16 Years and Over Who Did Not Work At Home: 30 to 34 Minutes,PCT_ACS14_5yr_B08134007
% Workers 16 Years and Over Who Did Not Work At Home: 35 to 44 Minutes,PCT_ACS14_5yr_B08134008
% Workers 16 Years and Over Who Did Not Work At Home: 45 to 59 Minutes,PCT_ACS14_5yr_B08134009
% Workers 16 Years and Over Who Did Not Work At Home: 60 or More Minutes,PCT_ACS14_5yr_B08134010
"% Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van",PCT_ACS14_5yr_B08134011
"% Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Less than 10 Minutes",PCT_ACS14_5yr_B08134012
"% Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: 10 to 14 Minutes",PCT_ACS14_5yr_B08134013
"% Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: 15 to 19 Minutes",PCT_ACS14_5yr_B08134014
"% Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: 20 to 24 Minutes",PCT_ACS14_5yr_B08134015
"% Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: 25 to 29 Minutes",PCT_ACS14_5yr_B08134016
"% Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: 30 to 34 Minutes",PCT_ACS14_5yr_B08134017
"% Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: 35 to 44 Minutes",PCT_ACS14_5yr_B08134018
"% Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: 45 to 59 Minutes",PCT_ACS14_5yr_B08134019
"% Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: 60 or More Minutes",PCT_ACS14_5yr_B08134020
"% Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Drove Alone",PCT_ACS14_5yr_B08134021
"% Workers 16 Years and Over Who Did Not Work At Home: Car, Truck, or Van: Drove Alone: Less than 10 Minutes",PCT_ACS14_5yr_B08134022
